"","iid","gender","attr_o","intel_o","sinc_o","fun_o","amb_o","dec_o","race_o","race","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga"
"425",426,1,3.5,6.66666666666667,4.16666666666667,4.83333333333333,7.83333333333333,0.166666666666667,2.83333333333333,2,13,7,2,7,8,6,4,3,2,6,5,3,7,6,6,6,4,2
"426",427,1,5.66666666666667,7,7.33333333333333,4.83333333333333,6.33333333333333,0.166666666666667,2.83333333333333,2,15,10,1,10,8,7,7,9,1,3,8,1,4,5,7,10,1,10
"427",428,1,6,8.33333333333333,7.5,6.83333333333333,8.66666666666667,0.666666666666667,2.83333333333333,4,7,6,5,5,9,6,7,6,5,6,7,5,6,7,5,7,7,3
"428",429,1,6.83333333333333,6.83333333333333,6.66666666666667,5.83333333333333,7.83333333333333,0.5,2.83333333333333,2,7,7,8,8,9,8,8,8,6,7,9,8,8,8,8,8,7,6
"429",430,0,6.14285714285714,6.5,7.07142857142857,5.92857142857143,5.64285714285714,0.642857142857143,3,4,2,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4
"430",431,0,5.78571428571429,6.42857142857143,5.78571428571429,4.5,7.14285714285714,0.5,3,4,7,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3
"431",432,0,6.57142857142857,7.5,7.78571428571429,6.5,5.78571428571429,0.5,3,2,11,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5
"432",433,0,5.14285714285714,6.78571428571429,6.92857142857143,6.71428571428571,5.92857142857143,0.428571428571429,3,6,6,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3
"433",434,0,7.14285714285714,7.07142857142857,7.42857142857143,6.35714285714286,5.64285714285714,0.785714285714286,3,2,15,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4
"434",435,0,5.64285714285714,6.21428571428571,5.92857142857143,6.57142857142857,6.64285714285714,0.285714285714286,3,1,1,5,5,6,9,8,8,3,2,9,9,1,8,7,9,9,10,10
"435",436,0,7.28571428571429,7,6.28571428571429,7.5,7.35714285714286,0.5,3,2,1,8,5,9,10,8,7,8,5,1,9,10,8,10,6,10,10,4
"436",437,0,5.92857142857143,6.35714285714286,6.92857142857143,6,5.07142857142857,0.285714285714286,3,2,11,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6
"437",438,0,6.5,NA,7,6.64285714285714,NA,0.714285714285714,3,2,11,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3
"438",439,0,7.42857142857143,6.92857142857143,5.92857142857143,6,5.5,0.642857142857143,3,2,2,8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6
"439",440,1,8.4,8.8,8,8.1,8.2,0.5,2.7,2,1,10,10,10,10,7,7,7,3,1,3,5,5,10,8,10,8,5
"440",441,1,6.6,7.4,7,7.4,7.4,0.5,2.7,2,1,6,1,6,7,7,8,7,14,9,9,8,9,10,10,10,7,2
"441",442,1,6.1,8.1,7.9,6.1,7.7,0.4,2.7,2,1,7,1,7,5,1,1,7,1,8,6,1,1,5,3,5,2,1
"442",443,1,6.3,8.3,7.8,NA,8.2,0.2,2.7,3,9,9,5,7,8,5,5,5,3,7,6,1,6,7,8,8,4,5
"443",444,1,8.4,7.9,7,7.5,8.3,0.5,2.7,2,7,8,8,9,2,6,8,6,2,5,2,7,1,10,3,5,5,6
"444",445,1,6.5,7.6,7,6.9,7.5,0.4,2.7,2,9,9,6,8,8,5,3,9,5,9,10,5,4,10,8,9,5,1
"445",446,1,6.1,7.8,7.3,5.8,7,0.5,2.7,3,7,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3
"446",447,1,7.1,8.4,8.1,6.9,8.4,0.3,2.7,4,7,7,5,6,8,3,2,6,2,5,6,3,4,8,4,9,2,4
"447",448,1,7.9,7.9,6.3,7.9,8.6,0.6,2.7,2,7,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5
"448",449,1,7.7,8.3,7.4,7.7,8.3,0.3,2.7,6,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1
"449",450,1,5.6,8.2,7.3,7,7.9,0.3,2.7,2,9,7,3,9,9,9,9,9,9,3,5,7,9,10,9,10,5,10
"450",451,1,2.8,8.3,7.3,4.8,8.1,0,2.7,4,7,3,3,2,4,4,3,3,4,3,6,7,5,7,7,8,6,6
"451",452,1,4.2,8.2,7.2,7,8,0.1,2.7,4,7,9,6,8,7,8,7,8,7,9,8,7,8,9,8,10,5,3
"452",453,1,3.7,NA,NA,NA,NA,0.1,2.7,4,1,6,3,5,6,6,5,6,5,3,6,6,4,7,6,5,4,1
"453",454,0,5.83333333333333,NA,NA,NA,NA,0.5,3.66666666666667,2,2,5,8,5,9,9,9,7,1,4,9,4,9,9,8,8,4,9
"454",455,0,5.5,NA,7.83333333333333,NA,NA,0.166666666666667,3.66666666666667,4,2,3,5,3,10,10,7,7,1,8,10,4,8,9,8,9,9,7
"455",456,0,7.5,NA,NA,NA,7.5,1,3.66666666666667,4,7,1,1,8,8,7,7,6,2,8,8,4,7,7,6,6,8,8
"456",457,0,5.66666666666667,NA,7.66666666666667,NA,NA,0.166666666666667,3.66666666666667,4,6,1,2,1,8,9,9,10,1,1,10,4,7,3,10,8,1,1
"457",458,0,6.16666666666667,NA,NA,NA,8,0.333333333333333,3.66666666666667,4,7,9,1,6,10,8,6,9,3,6,9,7,8,8,4,1,10,9
"458",459,0,7.16666666666667,NA,NA,NA,7.5,0.666666666666667,3.66666666666667,4,7,1,3,1,9,8,9,1,1,6,4,6,8,8,8,8,8,1
"459",460,1,7,8,8.5,6.83333333333333,6.66666666666667,0.833333333333333,3.66666666666667,2,2,9,7,10,10,10,10,8,1,7,9,10,6,9,10,10,1,5
"460",461,1,4.5,7,6.83333333333333,5.66666666666667,7,0.166666666666667,3.66666666666667,6,4,9,8,9,9,7,7,9,8,6,2,2,7,6,6,6,4,4
"461",462,1,4.16666666666667,6.83333333333333,8.33333333333333,4.66666666666667,6.83333333333333,0.166666666666667,3.66666666666667,4,2,8,7,5,2,6,6,1,2,7,3,8,5,7,6,9,2,2
"462",463,1,5.83333333333333,8.33333333333333,8.33333333333333,6.5,7.33333333333333,0.5,3.66666666666667,4,10,5,4,7,5,4,3,3,5,4,5,4,4,4,4,7,3,1
"463",464,1,7,8.16666666666667,7.16666666666667,7.83333333333333,7.66666666666667,0.666666666666667,3.66666666666667,4,7,10,9,6,7,3,3,5,5,9,3,4,6,7,7,7,2,1
"464",465,1,5.16666666666667,5.5,6.16666666666667,6,NA,0.166666666666667,3.66666666666667,2,6,4,8,1,3,8,8,4,1,4,9,2,1,3,10,10,1,1
"465",466,0,7.73333333333333,8.06666666666667,7.6,7.73333333333333,NA,0.666666666666667,3.13333333333333,2,10,4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2
"466",467,0,8.33333333333333,7.8,7.4,7.2,NA,0.666666666666667,3.13333333333333,2,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9
"467",468,0,8.33333333333333,8.46666666666667,7.93333333333333,7.8,8,0.666666666666667,3.13333333333333,6,2,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6
"468",469,0,8,7.86666666666667,7.66666666666667,7.26666666666667,NA,0.733333333333333,3.13333333333333,4,9,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9
"469",470,0,8.06666666666667,8.53333333333333,7.4,7.53333333333333,8.2,0.733333333333333,3.13333333333333,4,4,1,1,1,10,10,10,2,1,3,10,5,10,10,6,6,10,1
"470",471,0,6.26666666666667,7.93333333333333,7.46666666666667,6.86666666666667,NA,0.466666666666667,3.13333333333333,4,4,3,4,6,10,7,7,5,2,9,7,8,6,8,6,6,10,4
"471",472,0,7.2,7.93333333333333,7.66666666666667,6.66666666666667,7,0.466666666666667,3.13333333333333,3,5,10,6,7,9,9,8,9,1,7,8,1,10,10,10,10,5,9
"472",473,0,5.93333333333333,7.6,7.26666666666667,5.13333333333333,6.66666666666667,0.0666666666666667,3.13333333333333,4,2,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7
"473",474,0,7.93333333333333,8.2,7.93333333333333,8.13333333333333,NA,0.8,3.13333333333333,1,2,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9
"474",475,0,7.06666666666667,7.73333333333333,7.66666666666667,7.6,NA,0.533333333333333,3.13333333333333,3,9,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9
"475",476,0,NA,NA,NA,NA,NA,0.333333333333333,3.13333333333333,2,9,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3
"476",477,0,6.33333333333333,8.2,7.86666666666667,6.46666666666667,NA,0.266666666666667,3.13333333333333,3,5,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4
"477",478,0,8,8.26666666666667,7.8,7.73333333333333,8.4,0.733333333333333,3.13333333333333,2,7,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6
"478",479,0,7.66666666666667,8.13333333333333,7.46666666666667,6.73333333333333,NA,0.533333333333333,3.13333333333333,2,7,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7
"479",480,0,NA,NA,NA,NA,NA,0.533333333333333,3.13333333333333,2,5,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7
"480",481,1,6.4,6.5,6.73333333333333,5.13333333333333,5.33333333333333,0.133333333333333,2.93333333333333,2,2,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1
"481",482,1,5.4,7.26666666666667,6.8,6.73333333333333,NA,0.6,2.93333333333333,2,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3
"482",483,1,5.86666666666667,6.46666666666667,5.86666666666667,7,6.06666666666667,0.333333333333333,2.93333333333333,2,2,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5
"483",484,1,NA,NA,NA,NA,NA,0.133333333333333,2.93333333333333,4,15,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7
"484",485,1,4.26666666666667,6,6,4.53333333333333,NA,0.133333333333333,2.93333333333333,1,2,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4
"485",486,1,5.53333333333333,NA,7.4,5.73333333333333,7.33333333333333,0.4,2.93333333333333,3,4,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2
"486",487,1,3.66666666666667,7.53333333333333,NA,3.66666666666667,NA,0.0666666666666667,2.93333333333333,4,2,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2
"487",488,1,4.93333333333333,6.66666666666667,6,5.93333333333333,6.73333333333333,0.266666666666667,2.93333333333333,4,7,3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3
"488",489,1,7.46666666666667,7,6.86666666666667,7.13333333333333,NA,0.733333333333333,2.93333333333333,2,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5
"489",490,1,NA,NA,NA,NA,NA,0.133333333333333,2.93333333333333,2,6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4
"490",491,1,7.66666666666667,7.8,6.73333333333333,7.6,7.6,0.8,2.93333333333333,3,7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6
"491",492,1,7.33333333333333,7.86666666666667,7.26666666666667,7.4,7,0.666666666666667,2.93333333333333,6,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10
"492",493,1,NA,NA,NA,NA,NA,0.6,2.93333333333333,4,13,10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6
"493",494,1,5.73333333333333,7.53333333333333,7.13333333333333,6.73333333333333,NA,0.466666666666667,2.93333333333333,2,6,8,10,4,10,10,10,1,1,4,8,6,9,10,7,8,9,10
"494",495,1,4.8,6.4,5.53333333333333,NA,5.2,0.2,2.93333333333333,6,6,7,5,6,7,5,6,7,7,6,5,6,7,7,6,5,5,6
"495",496,0,7,8.28571428571429,8.28571428571429,NA,NA,0.857142857142857,3.42857142857143,4,2,8,1,8,7,7,7,8,1,1,7,3,3,3,5,5,5,5
"496",497,0,6.42857142857143,7.28571428571429,7.14285714285714,6.85714285714286,7,0.428571428571429,3.42857142857143,2,2,7,5,1,8,7,6,7,3,1,7,8,6,9,9,8,8,7
"497",498,0,6.85714285714286,7.85714285714286,7.42857142857143,6.57142857142857,NA,0.714285714285714,3.42857142857143,2,2,3,1,5,7,3,3,6,6,9,8,9,6,8,8,8,3,1
"498",499,0,5.71428571428571,8,7.71428571428571,6.42857142857143,6.85714285714286,0.428571428571429,3.42857142857143,2,2,1,1,1,9,9,9,2,1,8,9,6,8,10,10,10,5,1
"499",500,0,5.85714285714286,7.71428571428571,8.14285714285714,NA,NA,0.857142857142857,3.42857142857143,1,2,4,2,6,7,7,7,2,2,7,8,5,7,8,8,8,6,5
"500",501,0,6.71428571428571,7.14285714285714,7.57142857142857,7.28571428571429,NA,0.571428571428571,3.42857142857143,2,2,5,4,8,8,9,9,6,1,3,9,7,9,9,9,10,7,6
"501",502,1,3.83333333333333,6.66666666666667,8,7.66666666666667,7.33333333333333,0,2.16666666666667,4,7,8,8,9,6,5,5,10,9,8,7,8,6,9,5,8,3,4
"502",503,1,2.33333333333333,7.83333333333333,5.66666666666667,5.16666666666667,7.33333333333333,0,2.16666666666667,2,2,2,4,4,8,8,8,7,5,2,6,5,7,8,9,9,7,7
"503",504,1,6.5,7.5,7,6.33333333333333,6.83333333333333,0.333333333333333,2.16666666666667,2,7,1,1,2,4,4,4,8,1,3,6,1,5,6,7,7,3,1
"504",505,1,6.5,7.33333333333333,NA,5.5,NA,0.166666666666667,2.16666666666667,4,6,10,6,10,5,10,10,9,7,1,10,10,10,10,10,10,10,10
"505",506,1,4.66666666666667,7.83333333333333,NA,3.66666666666667,7.83333333333333,0,2.16666666666667,4,7,6,4,6,7,7,7,8,2,4,9,2,5,5,5,5,2,1
"506",507,1,6,7.83333333333333,8,7.66666666666667,6.83333333333333,0.666666666666667,2.16666666666667,4,2,10,9,10,9,9,8,7,4,5,8,5,7,6,6,8,3,2
"507",508,1,5.83333333333333,6.83333333333333,5.66666666666667,5.33333333333333,6.5,0.166666666666667,2.16666666666667,4,10,10,4,7,6,4,4,4,9,7,10,3,5,4,7,10,4,8
"508",509,0,NA,NA,NA,NA,NA,0.454545454545455,2.77272727272727,4,16,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7
"509",510,0,NA,NA,NA,NA,NA,0.636363636363636,2.77272727272727,3,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7
"510",511,0,NA,NA,NA,NA,NA,0.181818181818182,2.77272727272727,4,7,6,5,5,7,8,10,10,3,9,8,5,8,9,9,10,7,8
"511",512,0,NA,NA,NA,NA,NA,0.409090909090909,2.77272727272727,2,6,1,1,1,8,9,10,8,0,9,9,6,10,9,7,10,5,5
"512",513,0,NA,NA,NA,NA,NA,0.681818181818182,2.77272727272727,2,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6
"513",514,0,NA,NA,NA,NA,NA,0.181818181818182,2.77272727272727,2,2,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7
"514",515,0,NA,NA,NA,NA,NA,0.409090909090909,2.77272727272727,2,16,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9
"515",516,0,NA,NA,NA,NA,NA,0.545454545454545,2.77272727272727,4,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3
"516",517,0,NA,NA,NA,NA,NA,0.272727272727273,2.77272727272727,3,6,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9
"517",518,0,7.04545454545455,6.81818181818182,7.36363636363636,7.36363636363636,NA,0.636363636363636,2.77272727272727,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4
"518",519,0,NA,NA,NA,NA,NA,0.318181818181818,2.77272727272727,2,13,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2
"519",520,0,NA,NA,NA,NA,NA,0.181818181818182,2.77272727272727,6,9,4,6,8,8,10,8,5,2,9,10,8,9,8,5,5,8,2
"520",521,0,6.13636363636364,7.36363636363636,7.40909090909091,6.36363636363636,NA,0.5,2.77272727272727,2,9,7,7,8,8,8,8,10,7,5,8,6,7,8,8,8,6,6
"521",522,0,6.40909090909091,7.54545454545455,6.86363636363636,6.45454545454545,7.31818181818182,0.545454545454545,2.77272727272727,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3
"522",523,0,4.09090909090909,6.63636363636364,6.95454545454545,5.77272727272727,NA,0.0909090909090909,2.77272727272727,4,10,8,1,5,9,4,3,6,7,8,13,5,2,7,8,9,3,1
"523",524,0,NA,NA,NA,NA,NA,0.636363636363636,2.77272727272727,4,4,4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5
"524",525,0,NA,NA,NA,NA,NA,0,2.77272727272727,2,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1
"525",526,0,NA,NA,NA,NA,NA,0.136363636363636,2.77272727272727,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10
"526",527,0,NA,NA,NA,NA,NA,0.136363636363636,2.77272727272727,6,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6
"527",528,0,NA,NA,NA,NA,NA,0.227272727272727,2.77272727272727,3,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2
"528",529,0,NA,NA,NA,NA,NA,0.136363636363636,2.77272727272727,4,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4
"529",530,0,NA,NA,NA,NA,NA,0.136363636363636,2.77272727272727,4,10,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3
"530",531,1,4.45454545454545,7.86363636363636,7.04545454545455,5.27272727272727,6.77272727272727,0.318181818181818,3.18181818181818,4,2,10,10,6,6,10,10,10,6,6,6,10,10,10,8,10,1,6
"531",532,1,NA,NA,NA,NA,NA,0.181818181818182,3.18181818181818,4,5,7,8,6,8,6,4,4,8,6,9,7,6,8,6,7,5,2
"532",533,1,NA,NA,NA,NA,NA,0.318181818181818,3.18181818181818,2,2,7,3,5,7,5,5,7,2,5,3,1,5,7,6,7,2,2
"533",534,1,5.45454545454545,6.68181818181818,6.27272727272727,5.63636363636364,6.31818181818182,0.318181818181818,3.18181818181818,6,5,7,9,3,9,9,8,6,7,7,7,3,6,7,8,7,4,1
"534",535,1,6,7.77272727272727,6.18181818181818,6.45454545454545,NA,0.681818181818182,3.18181818181818,2,2,4,3,4,7,7,6,2,8,8,8,6,6,9,8,9,5,6
"535",536,1,NA,NA,NA,NA,NA,0.454545454545455,3.18181818181818,2,7,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1
"536",537,1,NA,NA,NA,NA,NA,0.545454545454545,3.18181818181818,4,1,6,6,7,10,8,8,3,3,6,10,8,10,10,10,10,10,1
"537",538,1,NA,NA,NA,NA,NA,0.545454545454545,3.18181818181818,2,7,8,2,8,8,8,8,8,8,6,8,5,4,6,3,6,6,6
"538",539,1,NA,NA,NA,NA,NA,0.363636363636364,3.18181818181818,2,1,8,9,8,9,9,9,4,6,8,8,6,7,9,7,7,7,6
"539",540,1,NA,NA,NA,NA,NA,0.227272727272727,3.18181818181818,2,2,6,4,4,5,7,8,8,9,6,7,4,9,9,9,9,6,3
"540",541,1,NA,NA,NA,NA,NA,0.272727272727273,3.18181818181818,4,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3
"541",542,1,NA,NA,NA,NA,NA,0.272727272727273,3.18181818181818,4,7,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6
"542",543,1,NA,NA,NA,NA,NA,0.272727272727273,3.18181818181818,4,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3
"543",544,1,NA,NA,NA,NA,NA,0.363636363636364,3.18181818181818,4,4,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3
"544",545,1,NA,NA,NA,NA,NA,0.318181818181818,3.18181818181818,2,4,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1
"545",546,1,NA,NA,NA,NA,NA,0.545454545454545,3.18181818181818,2,7,10,5,8,10,4,3,5,1,1,2,4,3,6,3,9,10,6
"546",547,1,6.31818181818182,7.04545454545455,6.18181818181818,6.04545454545455,6.27272727272727,0.5,3.18181818181818,2,7,9,6,9,7,8,8,2,2,8,9,4,9,8,9,9,6,5
"547",548,1,NA,NA,NA,NA,NA,0.454545454545455,3.18181818181818,2,7,10,8,4,10,3,2,2,5,1,9,6,4,6,7,10,4,1
"548",549,1,NA,NA,NA,NA,NA,0.454545454545455,3.18181818181818,2,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2
"549",550,1,5.13636363636364,6.5,5.81818181818182,5.27272727272727,6.36363636363636,0.272727272727273,3.18181818181818,2,7,5,3,5,9,7,8,3,3,8,8,3,7,7,4,6,6,3
"550",551,1,NA,NA,NA,NA,NA,0.454545454545455,3.18181818181818,1,7,6,1,7,6,7,3,2,1,7,10,2,5,6,7,7,7,1
"551",552,1,NA,NA,NA,NA,NA,0.681818181818182,3.18181818181818,2,15,8,2,5,10,10,10,7,1,9,8,3,7,9,10,10,7,3
